     15099
6 6
   1   0   0   1   1   0.00000000
   2   0   1   1   1   1.00000000
   3   0   1   3   1   1.00000000
   4   1   0   1   1   2.00000000
   5   0   2   3   1   2.00000000
   6   0   2   5   1   2.00000000
   1   0   0   1   2   0.00000000
   2   0   1   1   2   1.00000000
   3   0   1   3   2   1.00000000
   4   1   0   1   2   2.00000000
   5   0   2   3   2   2.00000000
   6   0   2   5   2   2.00000000
0 0 0
2.000000e+00 2.000000e+00
2.000000e+00 2.000000e+00 2.000000e+00
6 6 6
32 32 110
  1   1   1   1   0   0 11   +7.9788458e-01
  1   1   1   4   0   0 11   +2.3032944e-01
  1   1   2   2   0   0 11   -1.3298076e-01
  1   1   3   3   0   0 11   -1.8806319e-01
  1   4   1   4   0   0 11   +7.3139417e-01
  1   4   2   2   0   0 11   +3.8388237e-02
  1   4   3   3   0   0 11   +5.4289170e-02
  2   2   2   2   0   0 11   +5.9841341e-01
  2   2   3   3   0   0 11   +9.4031602e-02
  3   3   3   3   0   0 11   +6.6490382e-01
  1   2   1   2   0   0 11   +5.3192306e-01
  1   4   1   4   2   2 11   +5.3192306e-01
  1   4   1   5   2   2 11   +0.0000000e+00
  1   4   2   3   2   2 11   +0.0000000e+00
  1   5   1   5   2   2 11   +5.3192306e-01
  1   5   2   3   2   2 11   +0.0000000e+00
  2   3   2   3   2   2 11   +5.3192306e-01
  1   2   1   2   2   2 11   +6.2057686e-01
  1   2   1   3   2   2 11   +1.2537546e-01
  1   3   1   3   2   2 11   +7.0923072e-01
  1   5   1   5   4   4 11   +5.6383842e-01
  1   5   1   6   4   4 11   +3.9088201e-02
  1   5   2   3   4   4 11   -9.6139356e-02
  1   5   3   3   4   4 11   +6.7980789e-02
  1   6   1   6   4   4 11   +5.7979614e-01
  1   6   2   3   4   4 11   -1.1774618e-01
  1   6   3   3   4   4 11   +8.3259128e-02
  2   3   2   3   4   4 11   +5.8511537e-01
  2   3   3   3   4   4 11   -3.7612639e-02
  3   3   3   3   4   4 11   +5.5851918e-01
  1   3   1   3   4   4 11   +5.3192306e-01
  1   6   1   6   6   6 11   +5.3192306e-01
  1   1   1   1   0   0 22   +0.0000000e+00
  1   1   1   4   0   0 22   -9.0736425e-11
  1   1   2   2   0   0 22   +5.2386689e-11
  1   1   3   3   0   0 22   +7.4085953e-11
  1   4   1   4   0   0 22   +0.0000000e+00
  1   4   2   2   0   0 22   +0.0000000e+00
  1   4   3   3   0   0 22   +0.0000000e+00
  2   2   2   2   0   0 22   -9.4107958e-11
  2   2   3   3   0   0 22   +8.8391787e-11
  3   3   3   3   0   0 22   +0.0000000e+00
  1   2   1   2   0   0 22   -1.5661050e-10
  1   4   1   4   2   2 22   -1.5661043e-10
  1   4   1   5   2   2 22   +0.0000000e+00
  1   4   2   3   2   2 22   +0.0000000e+00
  1   5   1   5   2   2 22   -1.5661038e-10
  1   5   2   3   2   2 22   +0.0000000e+00
  2   3   2   3   2   2 22   -1.5661038e-10
  1   2   1   2   2   2 22   +0.0000000e+00
  1   2   1   3   2   2 22   +0.0000000e+00
  1   3   1   3   2   2 22   +0.0000000e+00
  1   5   1   5   4   4 22   -1.1190746e-10
  1   5   1   6   4   4 22   +0.0000000e+00
  1   5   2   3   4   4 22   +0.0000000e+00
  1   5   3   3   4   4 22   +0.0000000e+00
  1   6   1   6   4   4 22   +0.0000000e+00
  1   6   2   3   4   4 22   +0.0000000e+00
  1   6   3   3   4   4 22   +0.0000000e+00
  2   3   2   3   4   4 22   +0.0000000e+00
  2   3   3   3   4   4 22   +0.0000000e+00
  3   3   3   3   4   4 22   -1.1935791e-10
  1   3   1   3   4   4 22   -1.5661045e-10
  1   6   1   6   6   6 22   -1.5661036e-10
  1   1   1   1   0   0 12   +1.0204765e-10
  1   1   1   4   0   0 12   +2.3295452e-10
  1   1   2   2   0   0 12   -1.9020657e-10
  1   1   3   3   0   0 12   -2.6899272e-10
  1   1   4   1   0   0 12   +2.3295452e-10
  1   4   1   4   0   0 12   +0.0000000e+00
  1   4   2   2   0   0 12   +0.0000000e+00
  1   4   3   3   0   0 12   +0.0000000e+00
  1   4   4   1   0   0 12   +0.0000000e+00
  2   2   2   2   0   0 12   -1.2931237e-10
  2   2   3   3   0   0 12   +0.0000000e+00
  2   2   4   1   0   0 12   +0.0000000e+00
  3   3   3   3   0   0 12   +0.0000000e+00
  3   3   4   1   0   0 12   +0.0000000e+00
  4   1   4   1   0   0 12   +0.0000000e+00
  1   2   1   2   0   0 12   +0.0000000e+00
  1   2   2   1   0   0 12   +0.0000000e+00
  2   1   2   1   0   0 12   +0.0000000e+00
  1   1   1   1   2   2 12   +0.0000000e+00
  1   1   1   4   2   2 12   +0.0000000e+00
  1   1   1   5   2   2 12   +0.0000000e+00
  1   1   2   2   2   2 12   +0.0000000e+00
  1   1   2   3   2   2 12   +0.0000000e+00
  1   1   3   2   2   2 12   +0.0000000e+00
  1   1   3   3   2   2 12   +0.0000000e+00
  1   1   4   1   2   2 12   +0.0000000e+00
  1   1   5   1   2   2 12   +0.0000000e+00
  1   4   1   4   2   2 12   +0.0000000e+00
  1   4   1   5   2   2 12   +0.0000000e+00
  1   4   2   2   2   2 12   +0.0000000e+00
  1   4   2   3   2   2 12   +0.0000000e+00
  1   4   3   2   2   2 12   +0.0000000e+00
  1   4   3   3   2   2 12   +0.0000000e+00
  1   4   4   1   2   2 12   +0.0000000e+00
  1   4   5   1   2   2 12   +0.0000000e+00
  1   5   1   5   2   2 12   +0.0000000e+00
  1   5   2   2   2   2 12   +0.0000000e+00
