         0
         2
         2
         2
        32        110
  1   1   1   1   0 11   +1.0000000e+00
  1   1   1   4   0 11   +0.0000000e+00
  1   1   2   2   0 11   +0.0000000e+00
  1   1   3   3   0 11   +0.0000000e+00
  1   4   1   4   0 11   +1.0000000e+00
  1   4   2   2   0 11   +0.0000000e+00
  1   4   3   3   0 11   +0.0000000e+00
  2   2   2   2   0 11   +1.0000000e+00
  2   2   3   3   0 11   +0.0000000e+00
  3   3   3   3   0 11   +1.0000000e+00
  1   2   1   2   0 11   +1.0000000e+00
  1   4   1   4   2 11   +1.0000000e+00
  1   4   1   5   2 11   +0.0000000e+00
  1   4   2   3   2 11   +0.0000000e+00
  1   5   1   5   2 11   +1.0000000e+00
  1   5   2   3   2 11   +0.0000000e+00
  2   3   2   3   2 11   +1.0000000e+00
  1   2   1   2   2 11   +1.0000000e+00
  1   2   1   3   2 11   +0.0000000e+00
  1   3   1   3   2 11   +1.0000000e+00
  1   5   1   5   4 11   +1.0000000e+00
  1   5   1   6   4 11   +0.0000000e+00
  1   5   2   3   4 11   +0.0000000e+00
  1   5   3   3   4 11   +0.0000000e+00
  1   6   1   6   4 11   +1.0000000e+00
  1   6   2   3   4 11   +0.0000000e+00
  1   6   3   3   4 11   +0.0000000e+00
  2   3   2   3   4 11   +1.0000000e+00
  2   3   3   3   4 11   +0.0000000e+00
  3   3   3   3   4 11   +1.0000000e+00
  1   3   1   3   4 11   +1.0000000e+00
  1   6   1   6   6 11   +1.0000000e+00
  1   1   1   1   0 22   +1.0000000e+00
  1   1   1   4   0 22   +0.0000000e+00
  1   1   2   2   0 22   +0.0000000e+00
  1   1   3   3   0 22   +0.0000000e+00
  1   4   1   4   0 22   +1.0000000e+00
  1   4   2   2   0 22   +0.0000000e+00
  1   4   3   3   0 22   +0.0000000e+00
  2   2   2   2   0 22   +1.0000000e+00
  2   2   3   3   0 22   +0.0000000e+00
  3   3   3   3   0 22   +1.0000000e+00
  1   2   1   2   0 22   +1.0000000e+00
  1   4   1   4   2 22   +1.0000000e+00
  1   4   1   5   2 22   +0.0000000e+00
  1   4   2   3   2 22   +0.0000000e+00
  1   5   1   5   2 22   +1.0000000e+00
  1   5   2   3   2 22   +0.0000000e+00
  2   3   2   3   2 22   +1.0000000e+00
  1   2   1   2   2 22   +1.0000000e+00
  1   2   1   3   2 22   +0.0000000e+00
