     15099
6 6
   1   0   0   1   1   0.00000000
   2   0   1   1   1   1.00000000
   3   0   1   3   1   1.00000000
   4   1   0   1   1   2.00000000
   5   0   2   3   1   2.00000000
   6   0   2   5   1   2.00000000
   1   0   0   1   2   0.00000000
   2   0   1   1   2   1.00000000
   3   0   1   3   2   1.00000000
   4   1   0   1   2   2.00000000
   5   0   2   3   2   2.00000000
   6   0   2   5   2   2.00000000
0 0 0
2.000000e+00 2.000000e+00
2.000000e+00 2.000000e+00 2.000000e+00
6 6 6
32 32 110
  1   1   1   1   0   0 11   +6.0000000e+00
  1   1   1   4   0   0 11   -3.4641016e+00
  1   1   2   2   0   0 11   +2.0000000e+00
  1   1   3   3   0   0 11   +2.8284271e+00
  1   4   1   4   0   0 11   +1.0000000e+01
  1   4   2   2   0   0 11   -2.3094010e+00
  1   4   3   3   0   0 11   -3.2659864e+00
  2   2   2   2   0   0 11   +1.0000000e+01
  2   2   3   3   0   0 11   -2.2609332e-14
  3   3   3   3   0   0 11   +1.0000000e+01
  1   2   1   2   0   0 11   +1.0000000e+01
  1   4   1   4   2   2 11   +1.0000000e+01
  1   4   1   5   2   2 11   -2.2416751e-16
  1   4   2   3   2   2 11   +4.7225438e-16
  1   5   1   5   2   2 11   +1.0000000e+01
  1   5   2   3   2   2 11   -5.5903878e-16
  2   3   2   3   2   2 11   +1.0000000e+01
  1   2   1   2   2   2 11   +8.6666670e+00
  1   2   1   3   2   2 11   -1.8856181e+00
  1   3   1   3   2   2 11   +7.3333335e+00
  1   5   1   5   4   4 11   +1.0000000e+01
  1   5   1   6   4   4 11   -1.5072887e-14
  1   5   2   3   4   4 11   +2.0655911e+00
  1   5   3   3   4   4 11   -1.4605935e+00
  1   6   1   6   4   4 11   +1.0000000e+01
  1   6   2   3   4   4 11   +2.5298221e+00
  1   6   3   3   4   4 11   -1.7888544e+00
  2   3   2   3   4   4 11   +1.0000000e+01
  2   3   3   3   4   4 11   +2.0428104e-14
  3   3   3   3   4   4 11   +1.0000000e+01
  1   3   1   3   4   4 11   +1.0000000e+01
  1   6   1   6   6   6 11   +1.0000000e+01
  1   1   1   1   0   0 22   -6.0000000e+00
  1   1   1   4   0   0 22   +3.4641016e+00
  1   1   2   2   0   0 22   -2.0000000e+00
  1   1   3   3   0   0 22   -2.8284271e+00
  1   4   1   4   0   0 22   -1.0000000e+01
  1   4   2   2   0   0 22   +2.3094010e+00
  1   4   3   3   0   0 22   +3.2659864e+00
  2   2   2   2   0   0 22   -1.0000000e+01
  2   2   3   3   0   0 22   +2.2609332e-14
  3   3   3   3   0   0 22   -1.0000000e+01
  1   2   1   2   0   0 22   -1.0000000e+01
  1   4   1   4   2   2 22   -1.0000000e+01
  1   4   1   5   2   2 22   +2.2416751e-16
  1   4   2   3   2   2 22   -4.7225438e-16
  1   5   1   5   2   2 22   -1.0000000e+01
  1   5   2   3   2   2 22   +5.5903878e-16
  2   3   2   3   2   2 22   -1.0000000e+01
  1   2   1   2   2   2 22   -8.6666670e+00
  1   2   1   3   2   2 22   +1.8856181e+00
  1   3   1   3   2   2 22   -7.3333335e+00
  1   5   1   5   4   4 22   -1.0000000e+01
  1   5   1   6   4   4 22   +1.5072887e-14
  1   5   2   3   4   4 22   -2.0655911e+00
  1   5   3   3   4   4 22   +1.4605935e+00
  1   6   1   6   4   4 22   -1.0000000e+01
  1   6   2   3   4   4 22   -2.5298221e+00
  1   6   3   3   4   4 22   +1.7888544e+00
  2   3   2   3   4   4 22   -1.0000000e+01
  2   3   3   3   4   4 22   -2.0428104e-14
  3   3   3   3   4   4 22   -1.0000000e+01
  1   3   1   3   4   4 22   -1.0000000e+01
  1   6   1   6   6   6 22   -1.0000000e+01
  1   1   1   1   0   0 12   +0.0000000e+00
  1   1   1   4   0   0 12   +0.0000000e+00
  1   1   2   2   0   0 12   +0.0000000e+00
  1   1   3   3   0   0 12   +0.0000000e+00
  1   1   4   1   0   0 12   +0.0000000e+00
  1   4   1   4   0   0 12   +0.0000000e+00
  1   4   2   2   0   0 12   +0.0000000e+00
  1   4   3   3   0   0 12   +0.0000000e+00
  1   4   4   1   0   0 12   +0.0000000e+00
  2   2   2   2   0   0 12   +0.0000000e+00
  2   2   3   3   0   0 12   +0.0000000e+00
  2   2   4   1   0   0 12   +0.0000000e+00
  3   3   3   3   0   0 12   +0.0000000e+00
  3   3   4   1   0   0 12   +0.0000000e+00
  4   1   4   1   0   0 12   +0.0000000e+00
  1   2   1   2   0   0 12   +0.0000000e+00
